price,Empfohlenes Alter in Jahren (mind.),Anzahl Teile,Verpackungsbreite,Verpackungstiefe,Verpackungsh√∂he,Ursprungsland_ Ungarn ,Ursprungsland_ China ,Ursprungsland_ Tschechische Republik ,LegoCategory_Rare,LegoCategory_LEGO City ,LegoCategory_LEGO Duplo ,LegoCategory_LEGO Star Wars ,LegoCategory_LEGO Super Mario ,LegoCategory_LEGO Friends 
74.95,6.0,280.0,262.0,317.0,90.0,0,1,0,0,0,0,0,1,0
46.95,7.0,243.0,262.0,382.0,70.5,0,0,1,1,0,0,0,0,0
42.95,5.0,261.0,191.0,354.0,70.0,0,0,1,0,1,0,0,0,0
74.95,2.0,61.0,378.0,480.0,94.0,0,0,0,0,0,1,0,0,0
74.95,9.0,840.0,378.0,354.0,70.5,0,0,1,1,0,0,0,0,0
46.95,8.0,300.0,191.0,354.0,59.0,0,0,1,1,0,0,0,0,0
54.95,9.0,581.0,191.0,354.0,70.0,0,0,1,1,0,0,0,0,0
119.0,2.0,112.0,480.0,582.0,124.0,0,1,0,0,0,1,0,0,0
84.95,18.0,675.0,354.0,191.0,91.0,0,0,1,0,0,0,1,0,0
59.95,8.0,510.0,262.0,382.0,56.5,0,1,0,1,0,0,0,0,0
54.95,8.0,564.0,262.0,382.0,70.5,0,0,1,1,0,0,0,0,0
46.95,8.0,340.0,191.0,354.0,59.0,0,0,1,1,0,0,0,0,0
54.95,6.0,507.0,282.0,480.0,61.0,0,0,1,0,1,0,0,0,0
24.95,6.0,203.0,191.0,262.0,46.0,1,0,0,0,0,0,0,0,1
69.95,6.0,540.0,378.0,354.0,94.0,0,0,1,0,1,0,0,0,0
54.95,8.0,556.0,262.0,382.0,56.5,0,0,1,1,0,0,0,0,0
59.95,8.0,422.0,262.0,282.0,76.0,0,0,1,1,0,0,0,0,0
69.95,6.0,373.0,282.0,480.0,61.0,0,1,0,0,0,0,0,0,1
26.95,7.0,121.0,141.0,262.0,48.0,0,1,0,1,0,0,0,0,0
10.95,4.0,1.0,308.0,260.0,3.0,0,0,0,1,0,0,0,0,0
36.95,6.0,300.0,191.0,354.0,59.0,0,1,0,0,0,0,0,0,1
11.95,2.0,10.0,141.0,191.0,61.0,0,1,0,0,0,1,0,0,0
119.0,8.0,466.0,282.0,480.0,61.0,0,1,0,1,0,0,0,0,0
29.95,8.0,154.0,191.0,262.0,46.0,0,0,1,1,0,0,0,0,0
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
11.95,5.0,59.0,141.0,157.0,45.0,0,0,1,0,1,0,0,0,0
11.95,7.0,178.0,141.0,157.0,45.0,0,0,1,1,0,0,0,0,0
109.0,10.0,764.0,262.0,382.0,94.0,1,0,0,1,0,0,0,0,0
59.95,18.0,805.0,262.0,382.0,94.0,1,0,0,1,0,0,0,0,0
18.95,6.0,130.0,141.0,191.0,70.5,0,0,1,1,0,0,0,0,0
119.0,7.0,816.0,378.0,480.0,94.0,0,0,1,0,1,0,0,0,0
54.95,4.0,154.0,262.0,282.0,59.0,1,0,0,1,0,0,0,0,0
149.0,18.0,1254.0,282.0,540.0,91.0,1,0,0,1,0,0,0,0,0
24.95,5.0,194.0,191.0,262.0,61.0,0,0,1,0,1,0,0,0,0
149.0,8.0,1216.0,378.0,480.0,94.0,0,0,1,0,0,0,0,1,0
79.95,4.0,154.0,262.0,282.0,59.0,1,0,0,1,0,0,0,0,0
4.95,5.0,46.0,195.0,170.0,70.5,0,1,0,0,0,0,0,0,1
119.0,18.0,1483.0,262.0,382.0,94.0,0,0,1,1,0,0,0,0,0
229.0,18.0,2923.0,480.0,582.0,124.0,0,0,0,1,0,0,0,0,0
119.0,8.0,624.0,282.0,480.0,74.0,0,0,0,1,0,0,0,0,0
54.95,8.0,427.0,262.0,282.0,76.0,0,0,1,1,0,0,0,0,0
159.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
24.95,2.0,27.0,191.0,262.0,72.0,0,1,0,0,0,1,0,0,0
11.95,6.0,109.0,141.0,191.0,46.0,0,1,0,0,0,0,0,0,1
119.0,9.0,795.0,378.0,480.0,70.5,1,0,0,1,0,0,0,0,0
29.95,2.0,26.0,262.0,382.0,118.0,0,0,1,0,0,1,0,0,0
149.0,12.0,693.0,282.0,540.0,78.5,0,1,0,1,0,0,0,0,0
46.95,8.0,275.0,262.0,191.0,61.0,0,0,1,1,0,0,0,0,0
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
59.95,8.0,587.0,382.0,262.0,70.5,0,0,1,1,0,0,0,0,0
459.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
119.0,6.0,698.0,378.0,480.0,70.5,1,0,0,1,0,0,0,0,0
36.95,6.0,298.0,262.0,282.0,59.0,0,0,1,0,1,0,0,0,0
46.95,8.0,257.0,191.0,354.0,59.0,0,0,1,1,0,0,0,0,0
59.95,7.0,306.0,262.0,282.0,76.0,0,1,0,1,0,0,0,0,0
32.95,7.0,242.0,191.0,262.0,72.0,0,0,1,1,0,0,0,0,0
18.95,4.0,42.0,46.0,141.0,122.0,0,1,0,1,0,0,0,0,0
11.95,4.0,53.0,141.0,157.0,45.0,0,0,1,0,1,0,0,0,0
29.95,8.0,255.0,191.0,262.0,46.0,0,0,1,1,0,0,0,0,0
59.95,8.0,553.0,282.0,262.0,95.5,0,0,1,1,0,0,0,0,0
11.95,4.0,57.0,141.0,191.0,46.0,0,1,0,1,0,0,0,0,0
26.95,4.0,94.0,141.0,262.0,61.0,0,1,0,1,0,0,0,0,0
11.95,6.0,85.0,122.0,141.0,46.0,0,0,1,0,0,0,1,0,0
29.95,2.0,25.0,262.0,222.0,76.0,0,1,0,0,0,1,0,0,0
54.95,4.0,950.0,262.0,382.0,94.0,1,0,0,1,0,0,0,0,0
79.95,8.0,603.0,262.0,382.0,56.5,0,0,1,1,0,0,0,0,0
269.0,18.0,1890.0,378.0,582.0,87.0,0,0,1,0,0,0,1,0,0
79.95,6.0,320.0,262.0,382.0,56.5,0,1,0,1,0,0,0,0,0
24.95,5.0,8.0,262.0,317.0,70.5,0,0,1,0,1,0,0,0,0
11.95,4.0,58.0,141.0,157.0,45.0,0,0,1,0,1,0,0,0,0
139.0,9.0,1192.0,378.0,480.0,70.5,0,0,1,1,0,0,0,0,0
26.95,5.0,134.0,191.0,205.0,61.0,0,1,0,1,0,0,0,0,0
18.95,4.0,53.0,141.0,191.0,46.0,0,1,0,1,0,0,0,0,0
24.95,5.0,144.0,222.0,262.0,62.0,0,1,0,0,1,0,0,0,0
109.0,18.0,1000.0,262.0,382.0,94.0,0,0,1,0,0,0,1,0,0
11.95,7.0,143.0,141.0,157.0,71.0,0,0,1,1,0,0,0,0,0
11.95,7.0,72.0,122.0,141.0,46.0,0,1,0,1,0,0,0,0,0
52.95,4.0,200.0,191.0,354.0,70.0,0,1,0,1,0,0,0,0,0
24.95,4.0,333.0,191.0,262.0,72.0,1,0,0,1,0,0,0,0,0
199.0,18.0,2164.0,378.0,480.0,112.0,0,0,1,1,0,0,0,0,0
54.95,7.0,344.0,262.0,382.0,70.5,0,0,1,0,1,0,0,0,0
11.95,7.0,92.0,122.0,141.0,61.0,0,0,1,1,0,0,0,0,0
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
74.95,18.0,827.0,191.0,262.0,118.0,1,0,0,1,0,0,0,0,0
17.95,7.0,175.0,141.0,262.0,48.0,0,0,1,1,0,0,0,0,0
11.95,4.0,140.0,141.0,191.0,46.0,1,0,0,1,0,0,0,0,0
26.95,5.0,125.0,191.0,205.0,61.0,1,0,0,1,0,0,0,0,0
179.0,8.0,1066.0,378.0,480.0,70.5,0,0,1,0,0,0,1,0,0
149.0,2.0,95.0,378.0,582.0,118.0,0,1,0,0,0,1,0,0,0
169.0,18.0,1998.0,380.0,322.0,210.0,1,0,0,1,0,0,0,0,0
54.95,9.0,560.0,59.0,282.0,262.0,0,1,0,1,0,0,0,0,0
29.95,6.0,231.0,262.0,382.0,70.5,0,1,0,0,0,0,0,0,1
109.0,7.0,496.0,262.0,382.0,56.5,0,0,1,1,0,0,0,0,0
59.95,7.0,226.0,282.0,480.0,61.0,0,1,0,0,1,0,0,0,0
11.95,5.0,86.0,141.0,157.0,61.0,0,0,1,0,1,0,0,0,0
199.0,18.0,1808.0,390.0,620.0,120.0,1,0,0,1,0,0,0,0,0
109.0,9.0,777.0,282.0,480.0,61.0,0,0,1,1,0,0,0,0,0
46.95,9.0,349.0,262.0,191.0,61.0,0,0,1,1,0,0,0,0,0
54.95,6.0,401.0,262.0,382.0,56.5,1,0,0,0,0,0,0,0,1
229.0,6.0,1517.0,118.0,582.0,378.0,1,0,0,0,1,0,0,0,0
26.95,6.0,119.0,141.0,191.0,46.0,0,0,1,0,0,0,1,0,0
54.95,8.0,569.0,262.0,382.0,56.5,0,0,1,1,0,0,0,0,0
84.95,18.0,565.0,354.0,191.0,91.0,0,0,1,1,0,0,0,0,0
11.95,6.0,94.0,122.0,141.0,61.0,0,1,0,0,0,0,0,0,1
99.0,9.0,794.0,378.0,354.0,70.5,0,0,1,1,0,0,0,0,0
119.0,9.0,990.0,378.0,480.0,70.5,0,0,1,1,0,0,0,0,0
24.95,5.0,122.0,262.0,191.0,61.0,0,1,0,0,1,0,0,0,0
54.95,2.0,67.0,282.0,480.0,91.0,1,0,0,1,0,0,0,0,0
11.95,7.0,65.0,122.0,141.0,46.0,0,0,1,1,0,0,0,0,0
69.95,8.0,808.0,262.0,382.0,70.5,0,0,1,1,0,0,0,0,0
119.0,8.0,985.0,378.0,480.0,94.0,1,0,0,0,0,0,0,0,1
17.95,5.0,144.0,141.0,262.0,72.0,1,0,0,0,0,0,0,0,1
42.95,2.0,37.0,262.0,282.0,95.5,0,1,0,0,0,1,0,0,0
24.95,5.0,333.0,191.0,262.0,72.0,1,0,0,1,0,0,0,0,0
139.0,18.0,1212.0,378.0,480.0,70.5,1,0,0,1,0,0,0,0,0
139.0,18.0,1606.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
11.95,6.0,157.0,141.0,157.0,71.0,1,0,0,0,0,0,0,0,1
54.95,7.0,304.0,262.0,382.0,56.5,1,0,0,0,0,0,0,0,1
36.95,6.0,278.0,262.0,282.0,59.0,0,0,1,0,1,0,0,0,0
139.0,18.0,4167.0,378.0,404.0,50.0,0,1,0,1,0,0,0,0,0
42.95,2.0,50.0,94.0,382.0,262.0,0,1,0,0,0,1,0,0,0
149.0,18.0,2022.0,262.0,382.0,118.0,1,0,0,1,0,0,0,0,0
299.0,18.0,2651.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
169.0,7.0,598.0,378.0,582.0,87.0,1,0,0,0,1,0,0,0,0
52.95,8.0,600.0,282.0,262.0,95.0,1,0,0,1,0,0,0,0,0
54.95,5.0,900.0,262.0,382.0,94.0,1,0,0,1,0,0,0,0,0
4.95,6.0,59.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
169.0,18.0,1379.0,282.0,480.0,118.0,1,0,0,1,0,0,0,0,0
24.95,6.0,204.0,191.0,205.0,61.0,0,1,0,0,0,0,0,0,1
11.95,6.0,125.0,141.0,191.0,46.0,1,0,0,0,0,0,0,0,1
99.0,9.0,512.0,262.0,382.0,70.5,0,1,0,1,0,0,0,0,0
18.95,6.0,113.0,191.0,141.0,46.0,0,0,1,1,0,0,0,0,0
99.0,8.0,832.0,354.0,378.0,70.5,1,0,0,0,0,0,0,0,1
99.0,8.0,830.0,282.0,540.0,78.5,1,0,0,0,0,0,0,0,1
139.0,18.0,749.0,262.0,382.0,94.0,1,0,0,1,0,0,0,0,0
64.95,9.0,572.0,61.0,480.0,282.0,0,1,0,1,0,0,0,0,0
26.95,8.0,254.0,191.0,262.0,61.0,0,0,1,1,0,0,0,0,0
11.95,2.0,16.0,191.0,205.0,73.0,1,0,0,0,0,1,0,0,0
119.0,9.0,887.0,78.5,540.0,282.0,0,0,1,1,0,0,0,0,0
24.95,5.0,333.0,191.0,262.0,72.0,1,0,0,1,0,0,0,0,0
46.95,7.0,264.0,191.0,262.0,61.0,0,0,1,0,1,0,0,0,0
9.95,5.0,14.0,122.0,91.0,47.0,0,1,0,0,1,0,0,0,0
46.95,7.0,218.0,191.0,262.0,61.0,0,0,1,0,0,0,0,1,0
169.0,18.0,1545.0,378.0,582.0,87.0,0,0,1,1,0,0,0,0,0
79.95,8.0,555.0,262.0,382.0,70.5,0,0,1,0,0,0,0,1,0
79.95,8.0,844.0,282.0,480.0,61.0,1,0,0,0,0,0,0,0,1
46.95,4.0,87.0,191.0,205.0,61.0,0,1,0,0,0,0,1,0,0
9.95,5.0,15.0,122.0,91.0,47.0,0,1,0,0,1,0,0,0,0
79.95,8.0,757.0,282.0,540.0,78.5,1,0,0,0,0,0,0,0,1
11.95,5.0,94.0,141.0,157.0,45.0,0,0,1,0,1,0,0,0,0
54.95,6.0,479.0,282.0,480.0,61.0,0,1,0,0,1,0,0,0,0
11.95,5.0,93.0,122.0,141.0,61.0,0,1,0,0,0,0,0,0,1
119.0,10.0,1108.0,378.0,480.0,70.5,1,0,0,1,0,0,0,0,0
109.0,8.0,654.0,378.0,354.0,70.5,0,0,1,1,0,0,0,0,0
11.95,4.0,60.0,141.0,157.0,61.0,1,0,0,0,0,0,0,0,1
36.95,6.0,446.0,191.0,354.0,70.0,1,0,0,0,0,0,0,0,1
46.95,9.0,305.0,262.0,191.0,61.0,0,0,1,1,0,0,0,0,0
52.95,6.0,300.0,262.0,282.0,76.0,0,0,1,1,0,0,0,0,0
52.95,4.0,124.0,191.0,262.0,46.0,0,1,0,0,0,0,1,0,0
32.95,8.0,179.0,141.0,262.0,48.0,0,1,0,1,0,0,0,0,0
299.0,18.0,2532.0,480.0,582.0,124.0,0,0,1,1,0,0,0,0,0
11.95,4.0,61.0,122.0,141.0,61.0,1,0,0,0,0,0,0,0,1
84.95,7.0,540.0,262.0,382.0,70.5,0,0,1,0,0,0,0,1,0
24.95,2.0,34.0,191.0,262.0,118.0,0,1,0,0,0,1,0,0,0
42.95,6.0,296.0,262.0,282.0,59.0,1,0,0,0,1,0,0,0,0
11.95,4.0,63.0,141.0,191.0,46.0,1,0,0,0,0,0,0,0,1
249.0,12.0,2129.0,480.0,582.0,91.0,0,0,0,1,0,0,0,0,0
54.95,6.0,431.0,282.0,480.0,61.0,1,0,0,0,0,0,0,0,1
59.95,7.0,388.0,222.0,262.0,76.0,0,1,0,1,0,0,0,0,0
11.95,6.0,90.0,122.0,141.0,61.0,0,1,0,0,0,0,0,0,1
24.95,6.0,259.0,191.0,262.0,61.0,1,0,0,0,0,0,0,0,1
54.95,1.5,22.0,262.0,282.0,95.5,0,1,0,0,0,1,0,0,0
54.95,5.0,1100.0,282.0,480.0,74.0,1,0,0,1,0,0,0,0,0
109.0,16.0,1070.0,262.0,382.0,94.0,0,0,1,1,0,0,0,0,0
36.95,6.0,486.0,225.0,230.0,50.0,0,1,0,1,0,0,0,0,0
36.95,6.0,204.0,191.0,262.0,46.0,0,1,0,1,0,0,0,0,0
64.95,6.0,1022.0,282.0,262.0,76.0,1,0,0,1,0,0,0,0,0
46.95,8.0,330.0,191.0,262.0,61.0,0,1,0,1,0,0,0,0,0
24.95,6.0,203.0,191.0,205.0,61.0,0,1,0,0,0,0,0,0,1
39.95,8.0,238.0,61.0,191.0,262.0,0,0,1,1,0,0,0,0,0
9.95,5.0,10.0,122.0,91.0,47.0,0,1,0,0,1,0,0,0,0
59.95,8.0,355.0,262.0,282.0,76.0,1,0,0,1,0,0,0,0,0
219.0,18.0,3128.0,480.0,582.0,124.0,0,0,1,1,0,0,0,0,0
46.95,6.0,259.0,191.0,262.0,61.0,0,0,1,0,0,0,0,1,0
111.2,18.0,974.0,282.0,480.0,91.0,0,0,1,1,0,0,0,0,0
11.95,5.0,89.0,141.0,122.0,46.0,1,0,0,1,0,0,0,0,0
119.0,6.0,505.0,354.0,378.0,70.5,0,1,0,1,0,0,0,0,0
32.95,7.0,174.0,141.0,262.0,61.0,0,0,1,0,0,0,0,1,0
99.0,3.0,126.0,378.0,582.0,118.0,1,0,0,0,0,1,0,0,0
84.95,9.0,780.0,282.0,540.0,78.5,0,1,0,1,0,0,0,0,0
99.0,9.0,528.0,282.0,480.0,61.0,0,0,1,1,0,0,0,0,0
59.95,7.0,348.0,262.0,382.0,56.5,0,1,0,0,0,0,0,0,1
46.95,9.0,313.0,262.0,191.0,61.0,0,0,1,1,0,0,0,0,0
99.0,7.0,385.0,378.0,480.0,70.5,0,1,0,0,1,0,0,0,0
16.95,8.0,288.0,122.0,141.0,91.0,0,0,1,1,0,0,0,0,0
54.95,4.0,187.0,262.0,282.0,59.0,1,0,0,1,0,0,0,0,0
139.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
159.0,9.0,1459.0,378.0,480.0,70.5,0,0,1,1,0,0,0,0,0
79.95,7.0,853.0,282.0,540.0,78.5,1,0,0,0,0,0,0,0,1
279.0,11.0,2193.0,480.0,582.0,124.0,0,1,0,1,0,0,0,0,0
32.95,6.0,105.0,141.0,262.0,48.0,0,1,0,0,0,0,0,1,0
11.95,1.5,5.0,141.0,191.0,70.5,1,0,0,0,0,1,0,0,0
11.95,1.5,11.0,191.0,205.0,92.0,1,0,0,0,0,1,0,0,0
39.95,8.0,271.0,262.0,191.0,61.0,0,0,1,1,0,0,0,0,0
129.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
39.95,6.0,229.0,191.0,262.0,61.0,0,0,1,0,0,0,0,1,0
11.95,4.0,58.0,141.0,157.0,45.0,0,0,1,1,0,0,0,0,0
139.0,10.0,1003.0,378.0,480.0,70.5,0,0,1,1,0,0,0,0,0
24.95,6.0,531.0,225.0,280.0,50.0,1,0,0,1,0,0,0,0,0
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,0,0,0,0,0,1
66.95,4.0,144.0,262.0,282.0,59.0,0,1,0,1,0,0,0,0,0
46.95,8.0,369.0,262.0,222.0,62.0,0,0,1,1,0,0,0,0,0
11.95,7.0,67.0,122.0,141.0,46.0,0,0,0,1,0,0,0,0,0
159.0,9.0,658.0,378.0,480.0,70.5,0,1,0,1,0,0,0,0,0
69.95,18.0,688.0,262.0,382.0,70.5,1,0,0,1,0,0,0,0,0
11.95,7.0,106.0,122.0,141.0,46.0,0,0,1,0,0,0,0,1,0
5.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
36.95,6.0,246.0,262.0,282.0,59.0,0,0,1,0,1,0,0,0,0
6.95,7.0,52.0,125.5,110.0,35.0,0,0,1,0,0,0,0,1,0
109.0,18.0,1326.0,262.0,382.0,94.0,0,0,1,1,0,0,0,0,0
54.95,6.0,1154.0,262.0,282.0,76.0,0,0,0,1,0,0,0,0,0
11.95,5.0,74.0,122.0,141.0,46.0,0,1,0,1,0,0,0,0,0
11.95,5.0,53.0,122.0,141.0,46.0,1,0,0,1,0,0,0,0,0
54.95,4.0,185.0,262.0,282.0,59.0,1,0,0,0,0,0,0,0,1
119.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
46.95,7.0,1.0,191.0,354.0,59.0,0,0,1,1,0,0,0,0,0
54.95,4.0,157.0,262.0,382.0,56.5,0,1,0,0,1,0,0,0,0
32.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
54.95,5.0,176.0,191.0,354.0,59.0,0,1,0,1,0,0,0,0,0
52.95,7.0,484.0,191.0,354.0,70.0,0,0,1,0,0,0,0,1,0
109.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
119.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
119.0,9.0,732.0,282.0,480.0,74.0,0,1,0,0,0,0,1,0,0
26.95,4.0,88.0,191.0,262.0,61.0,0,1,0,1,0,0,0,0,0
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,0,0,1,0,0,0
9.95,5.0,12.0,122.0,91.0,47.0,0,1,0,0,1,0,0,0,0
32.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
24.95,6.0,518.0,191.0,262.0,61.0,1,0,0,1,0,0,0,0,0
34.95,6.0,154.0,141.0,262.0,61.0,0,0,1,0,0,0,0,1,0
4.95,6.0,55.0,262.0,317.0,70.5,0,0,1,0,0,0,0,0,1
37.95,7.0,217.0,191.0,262.0,61.0,0,0,1,0,0,0,0,1,0
79.95,6.0,366.0,262.0,382.0,70.5,0,0,1,0,0,0,0,1,0
26.95,5.0,111.0,191.0,205.0,61.0,0,1,0,1,0,0,0,0,0
24.95,1.5,14.0,191.0,354.0,91.0,1,0,0,0,0,1,0,0,0
4.95,5.0,8.0,150.0,95.0,6.5,0,1,0,1,0,0,0,0,0
84.95,7.0,494.0,378.0,354.0,70.5,0,0,1,0,0,0,0,1,0
26.95,4.0,100.0,191.0,262.0,46.0,0,1,0,1,0,0,0,0,0
59.95,7.0,545.0,282.0,480.0,74.0,1,0,0,0,0,0,0,0,1
86.95,6.0,605.0,282.0,480.0,61.0,1,0,0,0,0,0,0,0,1
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
49.95,8.0,943.0,262.0,382.0,56.5,0,0,1,1,0,0,0,0,0
54.95,7.0,430.0,282.0,480.0,61.0,0,1,0,0,0,0,0,0,1
49.95,7.0,261.0,191.0,262.0,46.0,0,1,0,1,0,0,0,0,0
54.95,9.0,381.0,262.0,222.0,62.0,0,0,1,1,0,0,0,0,0
26.95,6.0,180.0,141.0,262.0,61.0,0,0,1,0,0,0,0,1,0
18.95,6.0,130.0,141.0,191.0,70.5,0,0,1,0,0,0,0,1,0
59.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
54.95,8.0,371.0,262.0,282.0,76.0,0,0,1,1,0,0,0,0,0
27.95,4.0,87.0,141.0,191.0,46.0,0,1,0,1,0,0,0,0,0
46.95,8.0,327.0,262.0,191.0,61.0,0,0,1,1,0,0,0,0,0
18.95,8.0,234.0,262.0,100.0,57.0,0,0,1,1,0,0,0,0,0
59.95,6.0,592.0,282.0,480.0,61.0,0,1,0,0,0,0,0,0,1
9.95,5.0,11.0,122.0,91.0,47.0,0,1,0,0,1,0,0,0,0
64.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
59.95,7.0,451.0,282.0,480.0,61.0,1,0,0,0,0,0,0,0,1
29.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
74.95,6.0,588.0,262.0,382.0,56.5,0,0,1,0,0,0,0,1,0
36.95,6.0,349.0,225.0,230.0,50.0,1,0,0,1,0,0,0,0,0
179.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
39.95,8.0,257.0,262.0,191.0,61.0,0,0,1,1,0,0,0,0,0
39.95,7.0,265.0,191.0,262.0,61.0,0,0,1,1,0,0,0,0,0
39.95,7.0,264.0,191.0,354.0,59.0,0,0,1,1,0,0,0,0,0
12.95,6.0,56.0,210.0,157.0,52.0,1,0,0,0,0,0,0,0,1
9.95,5.0,10.0,122.0,91.0,47.0,0,1,0,0,1,0,0,0,0
39.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
22.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
39.95,6.0,288.0,191.0,354.0,59.0,1,0,0,0,0,0,0,0,1
4.95,9.0,348.0,262.0,317.0,70.5,0,0,1,0,0,0,0,1,0
11.95,6.0,76.0,141.0,157.0,45.0,0,0,1,0,0,0,0,1,0
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,0,0,0,0,0,1
44.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
49.95,6.0,380.0,262.0,382.0,56.5,0,1,0,0,0,0,0,0,1
11.95,7.0,133.0,122.0,141.0,46.0,0,0,1,1,0,0,0,0,0
12.95,6.0,18.0,91.0,122.0,47.0,0,1,0,0,0,0,0,1,0
25.95,5.0,154.0,191.0,262.0,61.0,0,1,0,0,1,0,0,0,0
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
54.95,8.0,856.0,262.0,382.0,56.5,1,0,0,1,0,0,0,0,0
4.95,6.0,118.0,150.0,95.0,6.5,0,0,1,1,0,0,0,0,0
24.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
5.95,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
5.95,7.0,348.0,262.0,317.0,70.5,0,0,1,0,0,1,0,0,0
29.95,6.0,312.0,70.5,382.0,262.0,0,1,0,0,0,0,0,0,1
11.95,4.0,54.0,122.0,141.0,46.0,0,1,0,0,0,0,0,0,1
139.0,7.0,348.0,262.0,317.0,70.5,0,0,1,1,0,0,0,0,0
4.95,7.0,348.0,262.0,317.0,70.5,0,0,1,0,1,0,0,0,0
32.95,6.0,179.0,191.0,262.0,46.0,0,1,0,0,0,0,0,1,0
5.95,6.0,115.0,150.0,95.0,6.5,0,0,1,1,0,0,0,0,0
36.95,6.0,388.0,225.0,230.0,50.0,1,0,0,1,0,0,0,0,0
11.95,4.0,59.0,141.0,191.0,46.0,0,1,0,1,0,0,0,0,0
25.0,7.0,267.0,191.0,262.0,61.0,0,0,1,0,0,0,0,1,0
