price,Empfohlenes Alter in Jahren (mind.),Empfohlenes Alter in Jahren (max.),Anzahl Teile,Verpackungsbreite,Verpackungstiefe,Verpackungsh√∂he,Paketgewicht
3.0,6.0,99.0,107.0,150.0,95.0,6.5,20.0
17.95,7.0,99.0,160.0,141.0,262.0,61.0,285.0
9.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
9.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
4.95,6.0,99.0,115.0,150.0,95.0,6.5,16.0
29.95,6.0,99.0,199.0,191.0,262.0,61.0,303.0
5.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
4.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
49.95,7.0,99.0,334.0,70.5,382.0,262.0,409.0
22.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
22.95,8.0,99.0,244.0,70.5,191.0,141.0,260.0
12.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
24.95,6.0,99.0,517.0,225.0,280.0,50.0,421.0
109.0,12.0,99.0,1197.0,191.0,354.0,91.0,1080.0
4.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
29.95,4.0,99.0,90.0,191.0,262.0,61.0,300.0
27.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
27.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
15.0,6.0,12.0,500.0,262.0,382.0,71.0,547.0
949.0,16.0,99.0,7541.0,533.0,385.0,460.0,13600.0
32.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
25.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
4.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
49.95,6.0,99.0,268.0,70.5,382.0,262.0,479.0
8.95,8.0,99.0,95.0,128.0,92.0,28.0,40.0
8.95,6.0,99.0,95.0,128.0,92.0,28.0,43.0
9.95,5.0,99.0,14.0,122.0,91.0,47.0,40.0
11.95,6.0,99.0,84.0,141.0,157.0,45.0,100.0
11.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
12.95,6.0,99.0,100.0,122.0,141.0,61.0,119.0
59.95,8.0,99.0,432.0,262.0,282.0,76.0,590.0
149.0,18.0,99.0,2658.0,378.0,404.0,50.0,1570.0
39.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
59.95,8.0,99.0,599.0,282.0,480.0,61.0,861.0
11.95,1.5,99.0,8.0,185.0,170.0,125.0,226.0
49.95,7.0,99.0,374.0,191.0,354.0,70.0,440.0
37.95,5.0,99.0,212.0,262.0,282.0,76.0,540.0
12.95,6.0,99.0,41.0,210.0,157.0,52.0,96.0
84.95,6.0,99.0,802.0,282.0,540.0,91.0,1420.0
39.95,5.0,99.0,441.0,222.0,262.0,95.0,551.0
64.5,8.0,99.0,1040.0,378.0,480.0,70.5,1470.0
26.95,6.0,99.0,197.0,191.0,262.0,46.0,266.0
109.0,8.0,99.0,464.0,282.0,540.0,59.0,840.0
64.95,8.0,99.0,468.0,262.0,382.0,70.5,675.0
3.0,6.0,99.0,109.0,262.0,199.0,146.0,15.0
54.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
11.95,6.0,99.0,11.0,91.0,122.0,47.0,37.0
89.95,8.0,99.0,862.0,282.0,540.0,78.5,964.0
79.95,8.0,99.0,627.0,262.0,382.0,70.5,734.0
12.95,6.0,99.0,59.0,210.0,157.0,52.0,106.0
529.0,16.0,99.0,5511.0,262.0,317.0,70.5,600.0
139.0,9.0,99.0,1047.0,378.0,354.0,94.0,1560.0
299.0,18.0,99.0,3231.0,582.0,480.0,124.0,4260.0
129.0,16.0,99.0,1087.0,282.0,480.0,91.0,1350.0
39.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
13.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
13.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
27.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
27.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
39.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
189.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
129.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
49.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
99.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
119.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
69.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
149.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
69.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
64.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
42.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
64.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
169.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
46.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
139.0,9.0,99.0,1060.0,378.0,480.0,70.5,1520.0
59.95,2.0,99.0,44.0,282.0,540.0,78.5,986.0
9.95,5.0,99.0,14.0,122.0,91.0,47.0,45.0
69.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
99.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
4.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
24.95,6.0,99.0,722.0,141.0,262.0,48.0,190.0
84.95,7.0,99.0,686.0,282.0,540.0,78.5,1170.0
89.95,8.0,99.0,581.0,282.0,480.0,61.0,997.0
64.95,9.0,99.0,586.0,354.0,191.0,70.0,646.0
79.95,7.0,99.0,536.0,262.0,382.0,70.5,755.0
54.95,7.0,99.0,504.0,191.0,354.0,70.0,545.0
89.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
64.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
159.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
229.0,18.0,99.0,2048.0,378.0,582.0,103.0,2730.0
64.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
22.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
8.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
159.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
499.0,18.0,99.0,3756.0,480.0,523.0,218.0,5880.0
169.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
29.95,5.0,99.0,287.0,70.5,382.0,262.0,316.0
169.0,12.0,99.0,1212.0,70.5,480.0,378.0,1600.0
69.95,8.0,99.0,498.0,191.0,354.0,70.0,667.0
54.95,6.0,99.0,669.0,262.0,382.0,56.5,738.0
64.95,6.0,99.0,707.0,262.0,382.0,56.5,561.0
29.95,7.0,99.0,479.0,191.0,262.0,61.0,355.0
139.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
99.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
229.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
279.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
259.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
139.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
129.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
269.0,18.0,99.0,2339.0,378.0,582.0,118.0,3160.0
109.0,18.0,99.0,602.0,354.0,191.0,91.0,730.0
429.0,14.0,99.0,6163.0,262.0,317.0,70.5,600.0
129.0,18.0,99.0,802.0,262.0,382.0,70.5,980.0
149.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
299.0,18.0,99.0,1953.0,378.0,582.0,87.0,2790.0
419.0,18.0,99.0,2961.0,483.0,378.0,257.0,5790.0
799.0,18.0,99.0,6187.0,480.0,523.0,238.0,8039.999999999999
16.95,8.0,99.0,298.0,122.0,141.0,91.0,233.0
7.95,8.0,99.0,37.0,274.0,78.0,35.0,41.0
7.95,6.0,99.0,37.0,274.0,78.0,35.0,41.0
29.95,6.0,99.0,643.0,191.0,262.0,72.0,446.0
54.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
119.0,10.0,99.0,761.0,282.0,540.0,78.5,1160.0
189.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
179.0,18.0,99.0,1677.0,282.0,480.0,118.0,1950.0
64.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
229.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
32.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
36.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
89.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
59.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
119.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
24.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
24.95,6.0,99.0,1040.0,141.0,262.0,48.0,204.0
4.95,6.0,99.0,120.0,150.0,95.0,6.5,15.0
119.0,18.0,99.0,731.0,112.0,322.0,197.0,1220.0
119.0,8.0,99.0,527.0,282.0,540.0,59.0,1050.0
27.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
29.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
4.95,6.0,99.0,76.0,262.0,317.0,70.5,600.0
4.95,5.0,99.0,33.0,262.0,317.0,70.5,600.0
59.95,8.0,99.0,632.0,282.0,480.0,61.0,920.0
24.95,4.0,99.0,106.0,191.0,262.0,61.0,310.0
12.95,6.0,99.0,92.0,122.0,141.0,46.0,103.0
129.0,6.0,99.0,897.0,378.0,480.0,70.5,1540.0
129.0,6.0,99.0,743.0,378.0,480.0,94.0,1840.0
16.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
24.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
5.95,4.0,99.0,52.0,91.0,122.0,58.5,70.0
12.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
12.95,6.0,99.0,58.0,210.0,157.0,52.0,103.0
12.95,6.0,99.0,13.0,91.0,122.0,47.0,36.0
4.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
24.95,5.0,99.0,117.0,262.0,191.0,61.0,349.0
24.95,6.0,99.0,438.0,225.0,280.0,50.0,378.0
32.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
24.95,4.0,99.0,111.0,191.0,262.0,61.0,364.0
13.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
12.95,6.0,99.0,60.0,210.0,157.0,52.0,104.0
36.95,5.0,99.0,170.0,262.0,282.0,59.0,460.0
159.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
36.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
9.95,5.0,99.0,10.0,122.0,91.0,47.0,43.0
169.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
9.95,5.0,99.0,14.0,122.0,91.0,47.0,40.0
24.95,6.0,99.0,223.0,191.0,262.0,46.0,276.0
59.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
26.95,7.0,99.0,160.0,141.0,262.0,61.0,199.0
4.95,5.0,99.0,8.0,150.0,95.0,6.5,12.0
76.95,6.0,99.0,420.0,282.0,540.0,59.0,960.0
79.95,7.0,99.0,567.0,282.0,480.0,61.0,720.0
4.95,5.0,99.0,8.0,6.5,95.0,150.0,13.0
74.95,8.0,99.0,564.0,262.0,382.0,70.5,690.0
189.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
189.0,10.0,99.0,1673.0,378.0,480.0,94.0,2000.0
99.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
99.0,18.0,99.0,1125.0,262.0,382.0,70.5,1000.0
99.0,2.0,99.0,124.0,378.0,480.0,112.0,1740.0
89.95,7.0,99.0,493.0,262.0,382.0,56.5,622.0
59.95,4.0,99.0,215.0,262.0,382.0,56.5,669.0
149.0,18.0,99.0,1367.0,354.0,378.0,94.0,1900.0
72.0,8.0,99.0,1152.0,378.0,480.0,94.0,1520.0
249.0,18.0,99.0,2363.0,480.0,582.0,124.0,3800.0
149.0,18.0,99.0,4249.0,378.0,404.0,50.0,1790.0
169.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
119.0,7.0,99.0,766.0,378.0,480.0,94.0,1780.0
129.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
39.95,6.0,99.0,231.0,262.0,191.0,61.0,320.0
84.95,18.0,99.0,2870.0,380.0,270.0,74.0,1320.0
54.95,1.5,99.0,20.0,262.0,382.0,94.0,721.0
69.95,7.0,99.0,642.0,282.0,480.0,61.0,1090.0
89.95,8.0,99.0,971.0,378.0,480.0,94.0,1650.0
99.0,7.0,99.0,717.0,282.0,540.0,78.5,1390.0
99.0,8.0,99.0,681.0,282.0,480.0,61.0,945.0
9.95,5.0,99.0,13.0,122.0,91.0,47.0,45.0
26.95,7.0,99.0,159.0,141.0,262.0,48.0,174.0
5.95,5.0,99.0,16.0,262.0,317.0,70.5,600.0
24.95,6.0,99.0,179.0,191.0,205.0,61.0,293.0
46.95,6.0,99.0,246.0,191.0,262.0,61.0,313.0
36.95,1.5,99.0,40.0,262.0,382.0,94.0,798.0
46.95,8.0,99.0,310.0,262.0,191.0,61.0,345.0
169.0,7.0,99.0,1010.0,378.0,582.0,87.0,2110.0
329.0,18.0,99.0,11695.0,384.0,552.0,152.0,5530.0
99.0,5.0,99.0,365.0,354.0,378.0,70.5,846.0
74.95,2.0,99.0,41.0,378.0,354.0,94.0,871.0
46.95,8.0,99.0,259.0,191.0,262.0,46.0,287.0
64.95,9.0,99.0,641.0,262.0,382.0,70.5,850.0
4.95,1.5,99.0,9.0,262.0,317.0,70.5,600.0
109.0,8.0,99.0,877.0,282.0,540.0,78.5,969.0
189.0,12.0,99.0,348.0,262.0,317.0,70.5,600.0
29.95,4.0,99.0,87.0,191.0,205.0,61.0,240.0
11.95,6.0,99.0,137.0,141.0,191.0,46.0,165.0
79.95,8.0,99.0,534.0,262.0,382.0,70.5,935.0
46.95,6.0,99.0,140.0,225.0,280.0,52.0,364.0
4.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
99.0,18.0,99.0,608.0,262.0,282.0,76.0,750.0
229.0,18.0,99.0,2064.0,378.0,582.0,103.0,2740.0
389.0,14.0,99.0,5686.0,582.0,480.0,170.0,5880.0
42.95,4.0,99.0,500.0,222.0,262.0,95.0,589.0
54.95,2.0,99.0,59.0,378.0,94.0,354.0,870.0
18.95,6.0,99.0,98.0,191.0,141.0,46.0,120.0
119.0,8.0,99.0,1321.0,378.0,480.0,94.0,1480.0
24.95,4.0,99.0,84.0,191.0,262.0,61.0,307.0
46.95,4.0,99.0,108.0,191.0,262.0,61.0,361.0
119.0,8.0,99.0,1154.0,378.0,582.0,87.0,1980.0
59.95,6.0,99.0,587.0,262.0,382.0,70.5,875.0
269.0,18.0,99.0,3066.0,480.0,582.0,124.0,3470.0
42.95,5.0,99.0,500.0,222.0,262.0,95.0,648.0
11.95,5.0,99.0,59.0,141.0,157.0,61.0,125.0
11.95,6.0,99.0,159.0,141.0,191.0,46.0,190.0
10.95,4.0,99.0,1.0,308.0,260.0,3.0,111.0
69.95,7.0,99.0,617.0,282.0,480.0,74.0,1060.0
46.95,6.0,99.0,321.0,262.0,191.0,61.0,437.0
24.95,5.0,99.0,144.0,191.0,262.0,61.0,344.0
17.95,6.0,99.0,183.0,141.0,262.0,72.0,281.0
24.95,2.0,99.0,31.0,262.0,282.0,118.0,692.0
16.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
24.95,2.0,99.0,32.0,262.0,282.0,95.5,701.0
32.95,4.0,99.0,66.0,141.0,191.0,46.0,156.0
299.0,18.0,99.0,2049.0,480.0,582.0,124.0,3710.0
26.95,4.0,99.0,103.0,191.0,205.0,73.0,274.0
29.95,5.0,99.0,258.0,262.0,382.0,70.5,390.0
129.0,9.0,99.0,971.0,378.0,480.0,70.5,1440.0
39.95,6.0,99.0,292.0,191.0,354.0,59.0,440.0
49.95,2.0,99.0,19.0,262.0,382.0,94.0,668.0
24.95,6.0,99.0,243.0,191.0,262.0,72.0,427.0
179.0,7.0,99.0,1016.0,378.0,582.0,87.0,1810.0
64.95,7.0,99.0,348.0,262.0,317.0,70.5,600.0
99.0,6.0,99.0,823.0,282.0,540.0,91.0,1540.0
11.95,4.0,99.0,46.0,141.0,157.0,45.0,105.0
59.95,4.0,99.0,140.0,262.0,382.0,56.5,620.0
42.95,2.0,99.0,29.0,262.0,282.0,76.0,512.0
24.95,6.0,99.0,209.0,191.0,205.0,61.0,309.0
399.0,18.0,99.0,3772.0,582.0,480.0,170.0,4920.0
32.95,6.0,99.0,211.0,141.0,262.0,91.0,376.0
169.0,18.0,99.0,1540.0,480.0,378.0,94.0,2260.0
54.95,4.0,99.0,230.0,262.0,382.0,70.5,763.0
11.95,7.0,99.0,154.0,141.0,157.0,61.0,155.0
119.0,8.0,99.0,1157.0,378.0,480.0,70.5,1310.0
24.95,2.0,99.0,15.0,262.0,282.0,95.5,470.0
36.95,5.0,99.0,317.0,262.0,282.0,59.0,568.0
479.0,18.0,99.0,5876.0,480.0,523.0,218.0,6860.0
59.95,8.0,99.0,499.0,222.0,262.0,95.0,755.0
229.0,18.0,99.0,1872.0,282.0,480.0,118.0,2110.0
11.95,7.0,99.0,177.0,141.0,157.0,61.0,190.0
74.95,7.0,99.0,593.0,282.0,480.0,74.0,1100.0
42.95,4.0,99.0,153.0,262.0,282.0,76.0,561.0
4.95,5.0,99.0,348.0,262.0,317.0,70.5,600.0
52.95,6.0,99.0,376.0,222.0,262.0,62.0,460.0
59.95,10.0,99.0,671.0,262.0,382.0,56.5,740.0
439.0,18.0,99.0,3662.0,378.0,582.0,160.0,5770.0
169.0,9.0,99.0,1739.0,378.0,582.0,87.0,2300.0
119.0,9.0,99.0,957.0,282.0,480.0,74.0,1270.0
119.0,8.0,99.0,802.0,282.0,480.0,74.0,1220.0
24.95,5.0,99.0,148.0,191.0,262.0,61.0,335.0
54.95,4.0,99.0,653.0,262.0,282.0,95.5,811.0
18.95,6.0,99.0,138.0,157.0,141.0,45.0,156.0
149.0,18.0,99.0,1074.0,382.0,262.0,118.0,1370.0
749.0,18.0,99.0,10001.0,262.0,317.0,70.5,600.0
219.0,11.0,99.0,2001.0,378.0,582.0,103.0,2660.0
449.0,16.0,99.0,3599.0,375.0,570.0,150.0,589.0
84.95,9.0,99.0,599.0,262.0,382.0,56.5,773.0
54.95,8.0,99.0,438.0,191.0,354.0,59.0,572.0
32.95,8.0,99.0,247.0,141.0,262.0,72.0,292.0
279.0,18.0,99.0,2079.0,378.0,582.0,103.0,2690.0
46.95,9.0,99.0,285.0,262.0,191.0,61.0,410.0
32.95,8.0,99.0,345.0,141.0,262.0,61.0,365.0
32.95,7.0,99.0,220.0,191.0,262.0,46.0,310.0
32.95,9.0,99.0,249.0,141.0,262.0,72.0,281.0
279.0,16.0,99.0,3036.0,582.0,124.0,480.0,3790.0
36.95,6.0,99.0,252.0,191.0,354.0,70.0,505.0
24.95,4.0,99.0,103.0,141.0,262.0,61.0,270.0
94.95,8.0,99.0,1114.0,378.0,480.0,70.5,1680.0
199.0,11.0,99.0,1492.0,378.0,582.0,118.0,2410.0
899.0,18.0,99.0,6785.0,499.0,499.0,379.0,10700.0
32.95,8.0,99.0,298.0,141.0,262.0,61.0,340.0
719.0,18.0,99.0,2883.0,523.0,378.0,257.0,7880.0
489.0,7.0,99.0,348.0,262.0,317.0,70.5,600.0
179.0,9.0,99.0,1351.0,378.0,582.0,87.0,2290.0
459.0,18.0,99.0,3981.0,262.0,317.0,70.5,600.0
